,text
1010,Happy  Pride  Night at #BlueJays !  pic.twitter.com/WMEChG1cBP
1011,"Me [at @Bluejays   Pride  Day]: Cool  Pride  Day colours. 

Also me: What does 30199 mean?  pic.twitter.com/8zDYBZq1BZ"
1012,# pride  @bluejays   https://www. instagram.com/p/ByYr1W3AoRj/ ?igshid=14jz65kotx3ts   …
1013,# Pride  stuff at the #BlueJays   pic.twitter.com/XRGqpVOIp5
1014,You have to love @cityoftoronto  @BlueJays  @TD_Canada . Thank you.   #pride   pic.twitter.com/yqQnKnpeJ6
1015,Happy #Pride !! Celebrating #PrideNight  with the @BlueJays ! @A_Sanch41 tells @DamnitMaurie  what  pride  means to him!   @PrideToronto pic.twitter.com/MiBmgeQXEU
1016,"at the  blue jays   pride  night and when I say fuck blue lives, I mean the police"
1017,# Pride  Night at the #BlueJays  game.  pic.twitter.com/8FVF4fkwQJ
1018,Pride  night at the @bluejays ! #baseball pic.twitter.com/aoRBLGRyVv  – at  Skydome
1019,Pride  Night at @BlueJays  game! With some of my favourite people. @michelleabes  and Jessica pic.twitter.com/iqPWcf0SEp
1020,"Pride  is about love, reflection, and acceptance.

Proud to cheer for a team that believes in those values. 

Go @BlueJays ! #LetsGoBlueJays   pic.twitter.com/aZmI8GB1Vl"
1021,Pride  night @BlueJays   pic.twitter.com/hZ885mosI9
1022,It’s beginning - @BlueJays   Pride  Night!    pic.twitter.com/XtHZukEj8W
1023,# DominionLendingCenterMortgageHouse   http:// bit.ly/2WqrkwQ    RT TD_Canada It’s beginning -  BlueJays   Pride  Night!    pic.twitter.com/aPGNn1LpcN
1024,Looking forward to cheering on the @BlueJays  and celebrating  Pride  with my TD colleagues tonight    https:// twitter.com/TD_Canada/stat us/1136746462702968847   …
1025,# pride  night at the @BlueJays  game with my mama and my girl. Go Jays Go!  pic.twitter.com/faWT3dqx7N
1026,Having an awesome time at #PrideNight  with the @BlueJays  with my aunt Suzie #Pride    @PrideToronto pic.twitter.com/N9yykEJo00
1027,Had a great time volunteering with @YouCanPlayTeam  at the #bluejays  #PrideNight  game! Happy  Pride !  pic.twitter.com/pnUJmFH6F5
1028,"# BlueJays  #Pride  Night, wish all y'all were here    pic.twitter.com/RWkArDOUvN"
1029,So it’s  pride  night on the 75th anniversary of D-Day?  Very disrespectful!! The reason there is a  pride  parade is because of the brave men that fought the Germans on the beaches of Normandy.
1030,"Wow .. check out these awesome seats for the Bike Jays vs Yankees on  Pride  night 

#Rambridge  #earnit @ Blue Jays  Stadium  https://www. instagram.com/p/ByYtPdPhdAMZ PnS5SHRbWhlo9BwsYY1OfpJYhs0/?igshid=1qyirhx0o2sq4   …"
1031,# pride  @BlueJays  Gay Men’s Choir sang.  pic.twitter.com/zSLcmNgmE8
1032,Took me and my boy 2.5 hours to get to the @BlueJays  game. Missed out on the sweet #Pride  sweaters. Odds someone can hook us up?
1033,@ BlueJays  Westjet flight deck looking good dressed up for #Pride   pic.twitter.com/DESXrJVIoK
1034,# PrideNight  with the @bluejays    #Pride  #PrideMonth pic.twitter.com/4lMrk9crMk
1035,Pride  or not. Those shirts are 
1036,If anyone is willing to part with their  Pride  hoodie (or has an extra) I’d very much love to have one!!! I’d be willing to pay shipping too! #BlueJays
1037,The  blue jays  stunting on the Yankees by having  pride  night while they’re there since the Yankees are embarrassingly incapable of having their own  pride  night
1038,PRIDE  night at the  Blue Jays  game    pic.twitter.com/uME9iuaENx  – at  Skydome
1039,Great  Pride  Night @BlueJays  ! My only suggestion: close a few washrooms down for cruising   #Pride   pic.twitter.com/ekyXy12Tuy  – at  Skydome
1040,Pride  Night at The  Blue Jays  #pridenightbluejays @Rogers Centre  https://www. instagram.com/p/ByYuvzZn-Y-/ ?igshid=jcb86rralvoq   …
1041,"Home for a day... Just in time for a gorgeous evening to catch the @BlueJays  play the @Yankees  on a special  Pride  Night! 
 https:// instagram.com/p/ByYumPdnYxm/   pic.twitter.com/Qe5sLy9VZg"
1042,went from volunteering at the  blue jays   pride  night last year to being given tickets in the owners box at the next  pride  night... our minds  pic.twitter.com/fXBoTPZBTW
1043,"the  blue jays  made their logo on the mound a rainbow,,, they really said  pride  month   #NYYvsTOR pic.twitter.com/YYbSHsQ5LT"
1044,Pride  Night @bluejays  #LetsGoBlueJays   https://www. instagram.com/p/ByYvDOABuh7/ ?igshid=rxlyljp3xh48   …
1045,"I am at a baseball game. In news that makes more sense it's  pride  night. @BlueJays  #PrideMonth  #LoveIsLove  

    "
1046,It's ironic that on #PrideNight  the #BlueJays  would start Edwin Jackson. They have no  pride  to speak of to  start a talentless fucking bum like him. It's more embarrassment than  pride . #BlueJays  #BlowJays  #LetsGoBlueJays
1047,"wouldn’t it be nice if the players wore  pride  themed jerseys on #PrideNight  like they do for mother’s day, father’s day, memorial day, canada day, etc?
@BlueJays  @MLB"
1048,@ UniWatch  @UniWatch   Bluejays   pride  logo on the mound for tonight’s game versus Yankees  pic.twitter.com/DFYnrcVYhW
1049,"Pride  Night with the fam and the @bluejays !
.
.
.
#nofilter  #Family  #pride  #yyz  #pridenight  #toronto   #sports  #jock  #sunsoutgunsout  #portrait   http:// bit.ly/2WRjUCW   pic.twitter.com/Ql0wDNr1Xh"
1050,Pride  night at The  Blue Jays  baseball game in Toronto! #pridemonth  #bluejays  #toronto
1051,"Celebrating my birthday at  Pride  Night!

#bluejays  #gojaysgo  #pride  #prideto @Rogers Centre  https://www. instagram.com/p/ByYwQnuFwDkg diTFUyEsKs0fB_RWUx51b3ttSI0/?igshid=1e1e5lg5m7p9w   …"
1052,Pride  Night!  Blue Jays  vs The Yankees  https://www. instagram.com/p/ByYwSfUFvBr/ ?igshid=1vmde7sj7ttcy   …
1053,Thank you to the @BlueJays  for hosting my family and I at your 2nd annual #Pride  Game. It was an honour to help you create the first one and you have outdone yourselves tonight! #BlueJays  #TorontoPride  #Toronto pic.twitter.com/9mdrmyPU5m
1054,Canadá é outro mundo.. time de baseball apoiando as comemorações do mês #LGBTQ  #toronto  #bluejays  @celsodossi pic.twitter.com/BgE5Ae3ZHF
1055,Pride  Night with @samsonvinegroup ! #BlueJays  #Toronto  #Pride   https://www. instagram.com/p/ByYxbdXBwm_/ ?igshid=1h8m7npfn12af   …
1056,Pride  night   @BlueJays   pic.twitter.com/lo9UWZJHnE
1057,GO SPORTS!!  #bluejays  #pridenight  #pride  #bestfrienddate  #datenight  #sports  #sportsball  #instagay  #imlost @Rogers Centre  https://www. instagram.com/p/ByYy8bwFU_g/ ?igshid=1eart9lcihljj   …
1058,"At the opening of the  Pride  Night game of @bluejays  vs @yankees    

Congratulations to @lgbtyouthline  for the donation you received from @jayscare  Foundation.

And wonderful job @fortechorus  in performong the…  https://www. instagram.com/p/ByYyWmcJfRp/ ?igshid=jyp9g27ewavq   …"
1059,Celebrating #Pride  with my awesome husband and the @BlueJays  !  pic.twitter.com/syBv0hR4U2
1060,Top down for #pridenight . Cheers to the @BlueJays  for a great celebration! #pride  #prideto  #mlb  #Toronto pic.twitter.com/KLM4hRMLTn
1061,Shoutout to @BlueJays  for the #pride  flags 
1062,"Happy  Blue Jays   Pride  Night! 
#BlueJays  #Pride  
   pic.twitter.com/Bn4po2Yk3l"
1063,Double the fun tonight. The 1st #BlueJays  game of the season with the roof open happens to land on  Pride  at the Park night. Beautiful night for baseball & the @BlueJays  have done #Pride  up right!! #PrideNight pic.twitter.com/bk4w5ub2Wy
1064,"Good friends, good weather, good times at the @BlueJays  #Pride  night #LetsGoBlueJays pic.twitter.com/rJ6swe1cvM"
1065,GOT  PRIDE ?   @bluejays  #LetsGoBlueJays pic.twitter.com/GjpiHralUD
1066,At The  Blue Jays  Game for  Pride  Night!  #LetsGoBlueJays pic.twitter.com/0ltjZyHZHg
1067,"Toronto  Blue Jays  celebrate Gay  Pride  month.

Imagine a pro sports team hosting>>>>>>>>>>>>>

Christian  Pride  Month
Pro-Life Month

Will never happen.

Come out from among them.  pic.twitter.com/wQ8kvDuWXd"
1068,Its  Pride  Night with @bluejays  and we are so excited to be here watching the game in the @jayscare  community clubhouse. Thanks to all of our supporters and #letsgobluejays @Rogers Centre  https://www. instagram.com/p/ByY3tM6gCvo/ ?igshid=1r3lzviqer7uc   …
1069,"Great to see at Rogers Stadium,   Pride  Night at the  Blue Jays  game #rogers  #teamrogers  #bluejays  #letsgobluejays  #baseball  #pridemonth  #pride  #equality  #torontolife  #toronto  #torontophoto  #the6  #the6ix  #thesix  @…  https://www. instagram.com/p/ByY4CDbpRUY/ ?igshid=1kjqgqg7zvree   …"
1070,I’m at the  Blue Jays  game and they’re losing rn but it’s #Pride  night and fun anyways :) #Pride   pic.twitter.com/mKLbpFTMkc
1071,"Hoy viendo a los @BlueJays  y en la onda de celebrar el #Pride  

#HappyPrideMonth  galera! pic.twitter.com/tz2cwoh2TP"
1072,"Hello Pamela,we've picked up your tweet. Thank you for your interest in the hoodies! We are giving them out at the  Blue Jays   Pride  night. Hopefully you can attend."
1073,Shout out to the @BlueJays  for their support of  pride  month. It’s nice to see such an outpouring of support to love!
1074,I would love to give a shout out to the @BlueJays  for showing some #PrideMonth  love!! #LGBTQ  It warms my 
1075,"# DominionLendingCenterMortgageHouse   http:// bit.ly/2WqrkwQ    RT TD_Canada pam2410 Hello Pamela,we've picked up your tweet. Thank you for your interest in the hoodies! We are giving them out at the  Blue Jays   Pride  night. Hopefully you can attend."
1076,"In other news, Toronto's  Pride  Night at Rogers Centre for the  Blue Jays  looks like everything I could ever want for two of my favorite things in the world: gay aesthetic™ & baseball."
1077,"You know what Baseball needs? GAYS! 
#bluejays  #rogerscenter  #instagay  #pride  #prideto  #proud  #sports  #rainbow @Rogers Centre  https://www. instagram.com/p/ByY8pOIBXkg/ ?igshid=2eps04h8bpnz   …"
1078,# Pride  
1079,“It’s  Pride  Night bitch.” #BlueJays  #PrideNight
1080,"25,657 here to enjoy #Pride  Night at the ballpark. #BlueJays"
1081,"Cheers, from #Pride  night! #Bluejays  #Jays pic.twitter.com/7XI3HwFRpk"
1082,they are showing their support to their fans who are in the  lgbtq + community. if they want to celebrate those fans then they can. they are allowed to do whatever they want. if you have a problem with it then just ignore it. there’s no need to be rude. have a nice day
1083,Watch how they put the #pride  @BlueJays  logo on the pitchers mound     @KiSS925  @PrideToronto pic.twitter.com/mbbTzOwQuy
1084,Straight  Pride !!!!!!
1085,"It is not being sold, but there is additional  Pride  merch available at Jays Shop "
1086,"Tall  pride  short  pride  thin  pride  fest  pride  
Everyone has a right to it"
1087,Thank you @BlueJays  for supporting the LGBTQ community! It's not always easy to stand for others it's awesome you are.  #PrideMonth  #Pride
1088,Thank you @BlueJays  for supporting the LGBTQ community! It's not always easy to stand for others it's awesome you are.  #PrideMonth  #Pride   https:// twitter.com/BlueJays/statu s/1136807403926839296   …
1089,Yes they do... I gues I just don't see the value of pointing others out on gay  pride ... & I'm straight lol
1090,"Can we take a moment to appreciate how ""fly"" that jacket @ACE_00  is wearing is. #Pride  @BlueJays  #MascotFashion 
#MascotBrotherhood https:// twitter.com/BlueJays/statu s/1136807403926839296   …"
1091,"@ BlueJays  I suppose you don't have any more of the  Pride  hoodies you gave away at tonight's game? If you happen to have any left over, would it be possible for me to get one? I live in the United States. #loveislove  #PrideMonth"
1092,Pride  Night at the Jays game @BlueJays   pic.twitter.com/TPjRYhgisV
1093,Pride  Night looks like a amazing event. Will need to make it out there next season for it. Lots of fun. @BlueJays
1094,"Day 2 of #Toronto  was @MarilynDenisCTV  and got to sit right in front and then after a long walk down Queen Street, took in #PRIDE  night @BlueJays   pic.twitter.com/uHk6f6NiE2"
1095,"If anyone at the @BlueJays  #PrideNight  doesn't want theirs I will happily take it. Will cover shipping!

#LetsGoBlueJays  #Pride   https:// twitter.com/TD_Canada/stat us/1136746462702968847   …"
1096,Love @Converse  #pride  shoes. Got a pair too and can't wait to wear them to #PrideMonth2019  celebrations all month long
1097,i have no control over that. i do think people who died in the war should have a few months. but lgbtq+ people have also died for being in the community in general. there’s a lot more to  pride  month then you think. i do agree people who died in the war deserve more recognition
1098,"Nice to be at Rogers Centre Official Scoring #BlueJays  game on  PRIDE  night. Well done! 900 games as an OS for me now, 709 in IBL, 191 in @MLB . See you next time! pic.twitter.com/8YQSh2mfxV"
1099,Like a Blue Jay with all of the colours!   @BlueJays  #Pride   pic.twitter.com/0XucDerzEK
1100,It’s was  Pride  Night at the #BlueJays  game #Toronto  #Canada  #pride   pic.twitter.com/RCXhI8iOCJ
1101,"Corporate lip service sucks but let's realize that last year was the inaugural #Pride  event for the #BlueJays , so I'm really happy that they're actively celebrating #PrideMonth  bc sports are notoriously slow to change. Well done @BlueJays  "
1102,Thank you @TD_Canada  for having me for  Pride  night with the @BlueJays  !  pic.twitter.com/SE2Z0CvGnf
1103,Baseball + gay  pride  + a gigantic corporate bank = the most AWESOME THING EVER!!!! 
1104,the  pride   blue jays  hat is so good
1105,Sooooo much fun at @BlueJays  #Pride  night with @b0nesivalyfiza    #LetsGoBlueJays  #ForeverProud pic.twitter.com/cokyls0UqM
1106,Pride  night at the Jays game was fun even though they lost. #BlueJays  sad I didn't get a Jays  pride  flag :c  pic.twitter.com/fxmN5Nv4W1
1107,"So, win or lose,  Pride  Night at the @BlueJays  game is hands down the best gig in town! 
#LetsGoBlueJays pic.twitter.com/oycSLugbLA"
1108,It was  Pride  Night at the #bluejays  game. #todonto  #pride   pic.twitter.com/C7mi05sgap
1109,Nice seats. The @BlueJays  put on a great #PrideNight . If only the game had been so good:) #Pride  #BlueJays
1110,"Wonder how much the work of You Can Play helped normalize teams celebrating gay  pride .  Argo cheerleaders have been in the parade for years, now players are joining in.  NHL players often march in various cities.  Still a ways to go for an outed player to not be news"
